candidate_id,job_id,total_experience_years,education_level,skills_list,certification_count,project_count,job_fit_label
C15126,J003,3.9,PhD,"React,GCP,JavaScript,HTML",0.0,4,0
C15127,J001,3.5,PhD,"CSS,Kotlin,Python,Go,Kubernetes,AWS,Node.js",1.0,2,1
C15128,J003,2.5,High School,"Java,Node.js,Azure",1.0,6,1
C15129,J001,0.0,B.Tech,"Docker,React,Swift,Node.js,Flask",3.0,1,0
C15130,J001,2.1,PhD,"Docker,Flask,GCP",1.0,1,0
C15131,J001,0.7,B.Sc,"Python,Java,JavaScript,Flask",3.0,2,0
C15132,J001,1.7,Diploma,"Swift,JavaScript,Azure,Kotlin,Java",2.0,5,1
C15133,J001,3.1,Diploma,"GCP,C++,Go,Python",4.0,3,0
C15134,J001,3.7,B.Sc,"Node.js,Kubernetes,Angular,C++,Swift,JavaScript,Django",4.0,1,0
C15135,J003,6.6,B.Sc,"GCP,Kubernetes,Node.js,Django",0.0,6,1
C15136,J001,1.9,M.Tech,"Go,GCP,Azure",1.0,4,1
C15137,J004,4.5,M.Sc,"Flask,Python,Kotlin,Node.js,GCP",2.0,6,1
C15138,J003,3.6,B.Sc,"React,Node.js,Kotlin,Angular,Flask,C++,Docker",3.0,1,0
C15139,J003,5.6,Diploma,"Angular,Java,Python,JavaScript,Docker",2.0,3,1
C15140,J001,4.2,B.Tech,"Go,Swift,Java",1.0,5,1
C15141,J002,1.0,B.Tech,"Flask,SQL,AWS,JavaScript",4.0,3,1
C15142,J004,0.0,Diploma,"C++,Angular,Kotlin,Java",3.0,3,1
C15143,J003,3.6,PhD,"CSS,Java,Swift,Node.js,C++",2.0,5,1
C15144,J004,1.9,B.Tech,"Swift,CSS,Azure,Kubernetes,Go",4.0,6,0
C15145,J002,1.0,PhD,"Azure,Node.js,Java,React",2.0,2,1
C15146,J002,0.5,B.Tech,"Swift,Go,HTML,Docker",4.0,4,1
C15147,J003,3.3,B.Tech,"Flask,GCP,AWS,CSS,Java,Node.js",5.0,5,1
C15148,J001,6.0,Diploma,"JavaScript,Go,Node.js,Azure,Swift,React",5.0,1,1
C15149,J004,2.2,Diploma,"CSS,Node.js,Go,Docker",0.0,5,1
C15150,J001,4.2,PhD,"Python,HTML,Node.js,Kotlin",2.0,4,0
C15151,J004,2.8,B.Sc,"HTML,Python,Kotlin",0.0,3,1
C15152,J001,0.4,High School,"Go,Flask,HTML,Azure,CSS",0.0,6,1
C15153,J003,4.5,M.Sc,"GCP,JavaScript,CSS,Kubernetes",0.0,1,0
C15154,J003,0.8,M.Tech,"Django,Kubernetes,React,AWS,SQL,Azure",5.0,1,1
C15155,J004,3.0,M.Sc,"AWS,C++,Azure,Django",2.0,2,0
C15156,J001,2.3,High School,"CSS,Swift,Go,SQL",4.0,2,1
C15157,J001,4.8,B.Tech,"Java,Django,Kubernetes,Flask,AWS,C++,Angular",0.0,5,0
C15158,J004,0.9,High School,"JavaScript,AWS,Kubernetes,Node.js",4.0,4,1
C15159,J003,3.8,Diploma,"Docker,Flask,SQL,React,Swift",3.0,5,1
C15160,J002,1.3,High School,"Python,Java,Flask,Swift,AWS,Node.js,C++",3.0,2,0
C15161,J001,2.0,PhD,"Python,SQL,Angular,Java",2.0,2,1
C15162,J004,0.0,B.Tech,"Python,Kubernetes,SQL,Azure,Java,Flask",5.0,1,1
C15163,J003,7.2,High School,"Django,Kotlin,Azure,Python,AWS,Docker",5.0,3,0
C15164,J004,4.1,B.Sc,"HTML,Java,Python,CSS,Kubernetes,AWS,Azure",3.0,4,1
C15165,J001,1.5,M.Sc,"Azure,Flask,Node.js,Swift,Angular",3.0,3,0
C15166,J001,0.8,M.Sc,"Node.js,AWS,Flask,React,HTML,JavaScript,C++",1.0,4,1
C15167,J004,2.0,M.Tech,"Flask,Node.js,Kubernetes,Go,Swift",4.0,2,1
C15168,J003,4.4,Diploma,"JavaScript,C++,Azure,SQL,Java",1.0,3,0
C15169,J002,0.0,B.Sc,"CSS,Python,Node.js",2.0,1,1
C15170,J004,2.7,High School,"CSS,Kotlin,Kubernetes,AWS,Go,Azure",5.0,2,1
C15171,J003,6.5,B.Sc,"Django,Python,CSS",0.0,3,0
C15172,J004,0.7,Diploma,"Swift,Kotlin,Java,Python,C++,React",5.0,5,1
C15173,J004,3.2,B.Sc,"C++,HTML,Node.js,Python,CSS",2.0,6,0
C15174,J002,7.4,High School,"AWS,C++,Node.js,Azure",2.0,2,0
C15175,J004,4.3,Diploma,"HTML,Python,Angular",5.0,6,0
C15176,J002,3.3,Diploma,"HTML,Flask,Node.js",4.0,4,0
C15177,J003,4.0,B.Tech,"CSS,Python,Go,Django,Node.js,GCP",0.0,1,1
C15178,J004,2.2,B.Tech,"Java,Django,Azure,Go,Flask,CSS,Swift",4.0,5,0
C15179,J001,5.6,High School,"Swift,HTML,JavaScript,AWS,CSS,SQL,Kotlin",3.0,2,1
C15180,J004,2.2,Diploma,"C++,Kubernetes,Django,Flask,Docker,Azure",5.0,5,0
C15181,J003,0.0,M.Sc,"Kotlin,HTML,C++,React,AWS,Kubernetes,Node.js",1.0,4,0
C15182,J004,2.2,B.Tech,"Go,Java,JavaScript,Kotlin,Azure",1.0,1,1
C15183,J002,1.1,PhD,"Django,Kotlin,React,Node.js",0.0,6,1
C15184,J004,2.4,M.Sc,"SQL,AWS,Go,Swift,JavaScript",5.0,2,0
C15185,J001,2.5,B.Sc,"JavaScript,AWS,C++,Node.js,Python,React",3.0,2,1
C15186,J004,5.4,PhD,"Node.js,Python,GCP,Kubernetes,Django,Go,HTML",2.0,1,1
C15187,J004,4.4,B.Tech,"Python,Django,Docker,React",4.0,2,1
C15188,J003,3.5,Diploma,"Swift,Angular,React,CSS,C++,Docker,Node.js",1.0,4,1
C15189,J003,3.0,M.Sc,"Flask,Kotlin,C++,AWS,Docker,Django",1.0,5,0
C15190,J003,0.9,M.Tech,"GCP,C++,Java,CSS,SQL,Django",5.0,5,0
C15191,J004,0.0,Diploma,"Kubernetes,Java,JavaScript,Azure,Docker,GCP",4.0,3,1
C15192,J002,3.2,Diploma,"Angular,AWS,Kotlin,CSS,Go,JavaScript,Django",5.0,3,1
C15193,J001,4.6,M.Sc,"Docker,Kubernetes,Go,Node.js",5.0,6,1
C15194,J004,2.8,M.Tech,"Java,Docker,Kotlin,CSS",2.0,4,1
C15195,J002,1.9,M.Sc,"JavaScript,Java,SQL,GCP,Angular,Azure",3.0,1,0
C15196,J001,3.9,PhD,"CSS,Docker,Flask",5.0,6,1
C15197,J002,2.8,M.Tech,"AWS,Go,C++,Angular,Django,Kubernetes",0.0,2,1
C15198,J003,6.4,B.Sc,"CSS,Azure,Angular,Kubernetes,Docker,Java",1.0,4,1
C15199,J002,5.5,Diploma,"React,Python,CSS,Kubernetes,Node.js,Swift",0.0,4,0
C15200,J004,4.9,Diploma,"Azure,React,GCP,Angular,HTML",5.0,3,0
C15201,J004,4.5,Diploma,"Flask,SQL,Django,Java,Swift",4.0,2,1
C15202,J003,0.4,M.Sc,"Django,Azure,Swift,JavaScript",5.0,2,1
C15203,J002,4.3,M.Tech,"Azure,Angular,CSS",2.0,4,0
C15204,J003,3.8,High School,"Docker,Kotlin,Django",3.0,3,0
C15205,J003,4.2,High School,"SQL,CSS,Go,GCP,Docker,C++",2.0,1,0
C15206,J003,4.0,B.Tech,"Swift,Node.js,Kotlin,Angular,Kubernetes,Go,React",5.0,4,0
C15207,J004,3.9,B.Sc,"Flask,Java,AWS,Docker",3.0,1,0
C15208,J004,8.4,M.Tech,"HTML,Go,Kotlin,Kubernetes,Python",5.0,6,0
C15209,J002,2.8,B.Sc,"React,Angular,Swift,Go",5.0,4,1
C15210,J002,4.9,B.Tech,"Kotlin,CSS,Django,HTML",4.0,1,0
C15211,J004,2.1,B.Sc,"Docker,Python,Kubernetes,JavaScript,Kotlin,GCP,Go",5.0,3,0
C15212,J003,4.6,M.Tech,"Swift,Java,JavaScript",5.0,1,1
C15213,J004,4.9,Diploma,"C++,Kubernetes,Kotlin,Swift",1.0,4,0
C15214,J004,3.7,High School,"Docker,C++,Azure,JavaScript,SQL,Kubernetes,Django",2.0,4,0
C15215,J004,6.3,Diploma,"SQL,Go,Django,Java",2.0,6,0
C15216,J003,1.2,High School,"Azure,Flask,GCP,Go",3.0,3,1
C15217,J004,2.0,High School,"Docker,AWS,CSS,Django,Python",1.0,5,0
C15218,J002,3.4,High School,"Azure,HTML,JavaScript,AWS",1.0,2,0
C15219,J002,4.8,PhD,"Go,Django,React,Python,Kotlin,AWS,HTML",2.0,5,0
C15220,J001,3.4,Diploma,"SQL,JavaScript,Swift,AWS,Node.js",4.0,6,0
C15221,J001,5.6,M.Sc,"Azure,Node.js,CSS,React,AWS,Kotlin",0.0,4,1
C15222,J003,1.7,M.Sc,"C++,Node.js,Java,Flask,Kotlin,Angular",3.0,1,1
C15223,J002,0.7,B.Tech,"C++,Kubernetes,Java,Python,Flask",1.0,6,1
C15224,J002,3.6,M.Sc,"Go,Angular,Node.js,Kubernetes,Flask,Kotlin",0.0,6,1
C15225,J002,2.8,B.Tech,"React,C++,Docker,Go,Django,Kubernetes,Flask",0.0,1,0
C15226,J004,4.1,B.Tech,"JavaScript,CSS,Java,GCP,SQL",2.0,4,1
C15227,J002,2.9,B.Sc,"Docker,Azure,GCP,C++,Flask,AWS",2.0,4,0
C15228,J004,2.3,High School,"Go,SQL,Node.js",3.0,5,1
C15229,J004,2.9,B.Tech,"Java,Go,C++,GCP,Docker,AWS",0.0,3,1
C15230,J003,3.1,M.Tech,"C++,GCP,Python,Swift,Kotlin,Azure,Go",1.0,5,0
C15231,J002,2.4,B.Tech,"Kubernetes,Swift,CSS",4.0,1,1
C15232,J003,2.6,M.Sc,"Angular,HTML,Azure,Docker,AWS",1.0,6,1
C15233,J004,2.2,B.Sc,"React,Docker,Python,Flask",1.0,2,0
C15234,J004,4.7,Diploma,"JavaScript,AWS,Swift",0.0,6,1
C15235,J001,3.4,High School,"HTML,Java,AWS,Angular,Python",3.0,4,1
C15236,J003,7.5,Diploma,"React,SQL,CSS,Java,Flask",4.0,3,0
C15237,J003,3.3,M.Sc,"Node.js,C++,Go",1.0,3,1
C15238,J004,1.9,M.Sc,"Angular,Django,Azure,Flask,JavaScript",2.0,5,0
C15239,J003,8.3,B.Tech,"GCP,Python,React,AWS,Angular",4.0,3,0
C15240,J001,3.8,B.Sc,"Python,CSS,Flask,Azure,GCP",2.0,1,0
C15241,J002,5.0,M.Sc,"GCP,Docker,Azure,React,AWS,C++,Kubernetes",2.0,4,0
C15242,J002,4.2,B.Tech,"React,Node.js,HTML,Go",4.0,6,0
C15243,J004,4.2,PhD,"Angular,Python,Node.js,Swift,SQL",1.0,2,0
C15244,J001,4.1,Diploma,"Docker,Python,Java",0.0,6,1
C15245,J003,0.8,M.Tech,"CSS,Java,AWS,Azure",2.0,3,0
C15246,J001,3.7,PhD,"Django,React,Flask",5.0,5,0
C15247,J003,0.4,B.Tech,"CSS,React,Docker,Python,C++,Django,Angular",2.0,2,1
C15248,J001,2.7,M.Tech,"Swift,Kubernetes,JavaScript,Flask",5.0,4,0
C15249,J002,1.5,B.Sc,"Flask,GCP,JavaScript,SQL,AWS",4.0,4,1
C15250,J004,3.7,M.Tech,"Node.js,Django,Python,React",4.0,2,1
C15251,J002,3.7,Diploma,"Python,Kubernetes,AWS,SQL",1.0,2,0
C15252,J002,4.0,PhD,"Django,Kotlin,Azure,Flask,Angular,CSS,Kubernetes",5.0,6,0
C15253,J003,3.6,M.Sc,"Docker,JavaScript,Azure,SQL,HTML,AWS",1.0,1,0
C15254,J001,1.8,PhD,"Azure,Node.js,Angular",2.0,2,1
C15255,J003,2.5,High School,"GCP,Angular,Python,AWS",3.0,4,1
C15256,J001,4.8,PhD,"Swift,Python,Flask",0.0,6,1
C15257,J001,5.1,PhD,"Kubernetes,C++,Node.js,SQL,GCP,Angular,Kotlin",3.0,5,1
C15258,J001,0.7,M.Tech,"Kotlin,C++,Node.js,GCP,CSS,Kubernetes,Python",0.0,4,1
C15259,J004,0.0,Diploma,"Docker,Go,React,JavaScript,Azure,Django",5.0,2,0
C15260,J001,1.5,High School,"CSS,Docker,Go,Java",2.0,2,1
C15261,J003,5.1,B.Tech,"Kubernetes,Kotlin,C++,Swift",0.0,1,0
C15262,J004,5.4,B.Tech,"Java,Kubernetes,Azure",0.0,2,1
C15263,J002,1.2,B.Tech,"Kubernetes,Python,Azure,SQL,GCP,Swift",0.0,4,0
C15264,J002,3.6,Diploma,"SQL,Flask,Kubernetes,GCP,Azure,AWS,Swift",5.0,6,0
C15265,J002,6.7,M.Tech,"Java,React,Python,Node.js",3.0,2,0
C15266,J001,3.8,B.Sc,"Django,React,SQL,Swift,Kubernetes,Angular",2.0,5,0
C15267,J001,5.8,Diploma,"Azure,GCP,Angular,Django,SQL,JavaScript",0.0,2,1
C15268,J003,5.0,B.Tech,"CSS,Go,Java,Python,Kubernetes",3.0,2,0
C15269,J004,1.2,B.Tech,"React,Go,CSS,Django,Python",1.0,6,1
C15270,J001,2.6,M.Sc,"SQL,GCP,HTML,JavaScript,Docker",0.0,2,0
C15271,J004,3.1,High School,"Docker,Swift,HTML,SQL",0.0,2,0
C15272,J001,3.2,High School,"SQL,Django,C++",4.0,1,1
C15273,J002,4.8,B.Sc,"Java,Angular,Kotlin,Go",0.0,5,0
C15274,J002,3.8,High School,"React,CSS,Python,C++,Angular",1.0,5,0
C15275,J004,0.0,B.Sc,"Django,React,AWS,Docker,Angular,JavaScript,CSS",5.0,1,0
C15276,J002,0.4,Diploma,"CSS,React,Azure,Docker,Go",2.0,2,0
C15277,J003,0.0,Diploma,"Go,Node.js,Azure,Swift,Angular,Docker",3.0,3,1
C15278,J004,3.4,B.Tech,"HTML,Angular,Go,AWS,Swift,GCP",0.0,1,0
C15279,J003,3.5,M.Sc,"Docker,Go,Azure,GCP,CSS,Flask,Python",1.0,3,1
C15280,J002,3.6,High School,"C++,Kubernetes,HTML,SQL,Azure,JavaScript,AWS",5.0,4,1
C15281,J002,1.1,M.Tech,"Swift,React,HTML",5.0,6,0
C15282,J001,4.3,High School,"React,C++,GCP",4.0,5,0
C15283,J004,4.4,M.Sc,"SQL,JavaScript,Flask,Docker,Go,CSS,Python",4.0,3,1
C15284,J002,0.5,M.Sc,"React,JavaScript,Kubernetes,GCP",1.0,5,0
C15285,J004,0.1,B.Tech,"Swift,CSS,HTML,Kubernetes",1.0,6,0
C15286,J004,3.0,B.Tech,"CSS,AWS,Swift,Kotlin",3.0,1,1
C15287,J002,6.6,M.Sc,"JavaScript,Swift,AWS",0.0,5,0
C15288,J003,6.4,High School,"Django,C++,JavaScript,Docker,Kotlin,HTML",1.0,3,1
C15289,J003,4.1,M.Sc,"GCP,SQL,Python",3.0,2,0
C15290,J004,1.5,High School,"Swift,Kubernetes,Azure,Go,JavaScript",5.0,3,0
C15291,J003,4.8,High School,"Angular,JavaScript,React,Kotlin,Docker,SQL,Node.js",5.0,2,0
C15292,J001,2.1,Diploma,"Azure,Flask,CSS,AWS,C++,Django",0.0,3,1
C15293,J003,1.5,M.Tech,"CSS,Node.js,GCP,Azure,React",0.0,2,1
C15294,J003,0.0,High School,"Flask,Go,Django,Azure,Kubernetes,Kotlin,Angular",5.0,3,0
C15295,J002,3.2,High School,"Java,React,C++",3.0,3,1
C15296,J002,1.7,M.Tech,"GCP,CSS,SQL,Java",2.0,4,1
C15297,J002,3.2,B.Sc,"Kubernetes,React,Python,HTML",4.0,3,0
C15298,J001,0.0,PhD,"Angular,Kotlin,Kubernetes,Azure,Python,HTML",2.0,1,0
C15299,J001,3.3,Diploma,"CSS,Java,HTML,SQL,Kotlin,Python,Swift",2.0,1,1
C15300,J001,0.0,M.Sc,"Django,C++,CSS,Flask,Swift,AWS",2.0,2,0
C15301,J001,5.2,B.Tech,"AWS,Go,Docker,Python,Azure",1.0,2,1
C15302,J003,4.0,M.Tech,"C++,Azure,Kubernetes,React,Django",3.0,6,0
C15303,J002,2.4,Diploma,"Kotlin,Swift,HTML,Kubernetes",4.0,6,1
C15304,J001,4.1,M.Tech,"Angular,Flask,AWS,C++,Node.js",0.0,2,0
C15305,J002,1.0,B.Tech,"Python,Kotlin,Angular",4.0,2,1
C15306,J004,3.1,M.Sc,"Kotlin,Swift,C++,Java,Django",3.0,1,0
C15307,J004,4.6,High School,"CSS,Swift,Java,HTML,Azure,AWS",5.0,6,1
C15308,J001,0.0,B.Tech,"Java,HTML,Python,Flask,CSS,JavaScript,Kubernetes",4.0,4,0
C15309,J001,2.1,B.Tech,"Azure,CSS,Go,Java,C++",4.0,2,0
C15310,J002,3.0,B.Sc,"Kubernetes,CSS,React",5.0,3,0
C15311,J001,2.6,PhD,"Python,SQL,HTML,Kubernetes,Azure,C++",0.0,3,0
C15312,J003,5.9,Diploma,"SQL,Node.js,Kotlin,Django,C++,AWS,Flask",1.0,1,0
C15313,J004,0.8,Diploma,"Swift,React,AWS",2.0,3,0
C15314,J003,1.8,M.Tech,"React,SQL,AWS,Java,Django,HTML,Azure",1.0,3,0
C15315,J001,0.0,B.Tech,"Django,Swift,CSS,Angular,GCP",3.0,1,1
C15316,J002,6.0,B.Sc,"HTML,Kubernetes,Flask,Python,Azure,Java",2.0,2,0
C15317,J001,2.5,M.Sc,"Flask,Django,Angular,Node.js",4.0,6,1
C15318,J001,2.1,B.Tech,"Node.js,Azure,Kubernetes",0.0,3,0
C15319,J001,2.9,High School,"React,AWS,Swift,JavaScript",4.0,3,1
C15320,J003,4.3,PhD,"Kotlin,Docker,Flask",4.0,5,1
C15321,J004,3.7,Diploma,"Django,JavaScript,React,CSS",4.0,6,1
C15322,J001,8.3,Diploma,"Java,Kubernetes,CSS,Angular",0.0,3,0
C15323,J004,3.9,M.Tech,"GCP,Kotlin,Kubernetes,SQL,Node.js,Java,Python",4.0,5,1
C15324,J004,2.1,Diploma,"Docker,Python,Django,Node.js",5.0,2,1
C15325,J004,1.9,Diploma,"Azure,CSS,Kotlin",3.0,6,0
C15326,J004,2.2,High School,"Azure,Angular,GCP,JavaScript",2.0,4,1
C15327,J001,0.0,High School,"GCP,Azure,HTML,C++,CSS",3.0,3,1
C15328,J001,3.1,Diploma,"Node.js,Django,GCP,Azure,Go,C++,Kubernetes",5.0,6,1
C15329,J001,4.6,High School,"SQL,Kubernetes,Angular,Java,JavaScript",3.0,1,0
C15330,J003,1.8,M.Tech,"Angular,C++,Swift,Docker,Django",2.0,1,0
C15331,J001,1.4,PhD,"CSS,Docker,C++,GCP,Go",0.0,2,0
C15332,J001,6.0,High School,"HTML,JavaScript,Kubernetes",5.0,4,0
C15333,J001,0.1,High School,"CSS,Django,React,Azure,JavaScript,Swift",3.0,2,0
C15334,J004,0.0,PhD,"Flask,Kubernetes,JavaScript,GCP,Node.js,C++",4.0,3,0
C15335,J003,0.7,M.Tech,"Kotlin,Docker,React",3.0,3,0
C15336,J004,0.0,B.Sc,"AWS,Flask,CSS,JavaScript,Java,Angular",4.0,2,0
C15337,J004,3.8,B.Sc,"SQL,Node.js,Kubernetes,HTML,AWS,Java,Docker",0.0,3,0
C15338,J004,2.3,B.Sc,"CSS,Node.js,GCP,Azure,Django,AWS,Go",0.0,6,1
C15339,J002,2.6,Diploma,"HTML,Java,Kubernetes,Kotlin,Django",5.0,4,1
C15340,J003,5.3,Diploma,"Kotlin,Kubernetes,Python",4.0,5,1
C15341,J003,1.6,M.Tech,"SQL,JavaScript,GCP",4.0,2,0
C15342,J002,4.6,M.Tech,"GCP,JavaScript,Django,Kubernetes,Flask",4.0,2,1
C15343,J003,6.0,B.Sc,"GCP,Go,JavaScript,HTML,Swift,Node.js,CSS",1.0,4,0
C15344,J004,2.1,B.Sc,"HTML,SQL,Python,CSS,GCP",2.0,3,0
C15345,J004,4.5,PhD,"Node.js,Python,Java,Kubernetes,AWS,SQL",1.0,5,1
C15346,J001,2.5,Diploma,"Azure,Kubernetes,Go,Angular,Swift,AWS,HTML",1.0,6,0
C15347,J001,4.8,M.Tech,"Kubernetes,React,Azure,Go",1.0,2,0
C15348,J004,0.0,M.Tech,"Java,SQL,GCP,Docker",4.0,4,1
C15349,J002,0.0,B.Tech,"React,AWS,Angular,HTML,Kubernetes",4.0,6,1
C15350,J001,2.2,B.Sc,"HTML,GCP,CSS",5.0,5,1
C15351,J001,1.2,High School,"Kotlin,JavaScript,Go,Flask,Kubernetes,React,Python",4.0,6,1
C15352,J004,2.0,M.Tech,"Node.js,Docker,Java,Django,Azure,Python,CSS",4.0,3,0
C15353,J002,2.6,M.Tech,"Python,Angular,CSS,Azure,AWS,Node.js,Kubernetes",3.0,5,0
C15354,J001,4.4,Diploma,"Django,Flask,AWS",1.0,1,1
C15355,J001,2.2,PhD,"Node.js,Go,GCP,JavaScript",5.0,4,1
C15356,J003,1.4,B.Sc,"Kotlin,AWS,Python,Flask,Azure",2.0,5,1
C15357,J001,2.3,B.Sc,"Java,Kubernetes,SQL,CSS,Swift",2.0,3,1
C15358,J002,1.5,B.Sc,"React,SQL,Python,Go,Docker",5.0,3,0
C15359,J002,1.1,B.Tech,"Java,Azure,Go,Angular",5.0,1,0
C15360,J002,0.0,B.Sc,"Swift,Kotlin,C++,HTML",1.0,2,0
C15361,J001,3.1,High School,"Go,JavaScript,Python,C++,Azure,Kubernetes,Swift",4.0,2,0
C15362,J003,1.9,B.Tech,"HTML,Java,Swift",2.0,2,0
C15363,J003,4.9,B.Sc,"Azure,Docker,CSS,Node.js,JavaScript,Go,Python",5.0,5,1
C15364,J002,0.1,High School,"Node.js,Go,Flask,CSS,AWS",4.0,4,1
C15365,J002,1.9,M.Tech,"Django,Kubernetes,Flask",0.0,1,1
C15366,J003,6.6,Diploma,"Go,C++,Angular,AWS,Kubernetes",0.0,6,0
C15367,J003,1.1,B.Sc,"SQL,JavaScript,Java,React,AWS",5.0,2,1
C15368,J002,2.5,M.Tech,"Flask,CSS,Kubernetes,Django,C++,Node.js",4.0,4,0
C15369,J004,0.6,High School,"Swift,JavaScript,Azure,Docker,Angular,C++",0.0,4,1
C15370,J001,0.3,Diploma,"Swift,Angular,Docker,Node.js,Go,JavaScript,AWS",4.0,1,1
C15371,J003,6.1,B.Tech,"JavaScript,Azure,C++,Swift",4.0,3,0
C15372,J002,3.3,B.Sc,"GCP,Swift,CSS,C++",5.0,3,0
C15373,J001,3.3,Diploma,"Flask,C++,Go,Django,AWS",5.0,3,0
C15374,J003,0.0,B.Sc,"Swift,Java,Angular,HTML,Docker",1.0,1,1
C15375,J001,3.7,M.Sc,"Go,Docker,JavaScript,CSS",3.0,3,0
C15376,J003,5.3,M.Tech,"Django,C++,Docker,Node.js,React",0.0,2,1
C15377,J003,5.3,Diploma,"Swift,Node.js,Flask,Python,Go,Kotlin",0.0,3,0
C15378,J003,4.3,M.Tech,"JavaScript,Flask,Azure,Go",1.0,4,1
C15379,J003,0.7,B.Tech,"Kubernetes,Node.js,GCP,Python,Docker,C++",2.0,5,0
C15380,J003,3.6,Diploma,"Java,React,Azure",0.0,4,0
C15381,J003,4.3,M.Tech,"SQL,Flask,GCP",1.0,4,1
C15382,J003,0.0,M.Tech,"JavaScript,Swift,Django,Flask,Kubernetes,Docker,Angular",1.0,3,1
C15383,J001,0.8,B.Tech,"Angular,SQL,Python,Kotlin",0.0,1,1
C15384,J001,4.8,M.Sc,"Angular,Java,Azure,Flask",3.0,1,0
C15385,J002,4.8,PhD,"Django,Go,Flask,Kubernetes,CSS,Java,Python",0.0,2,0
C15386,J002,0.0,B.Tech,"Java,JavaScript,HTML,Swift,Node.js",5.0,3,1
C15387,J001,4.6,B.Tech,"Java,CSS,Flask,AWS,Kubernetes,Go,React",5.0,6,0
C15388,J001,3.2,High School,"Go,Docker,GCP,Angular,CSS,HTML,Python",2.0,1,0
C15389,J003,4.6,High School,"Kubernetes,Flask,SQL,CSS,Java",4.0,6,1
C15390,J002,1.7,PhD,"JavaScript,CSS,Django,AWS,GCP,Azure,Java",1.0,3,1
C15391,J002,4.3,M.Tech,"Docker,Kotlin,JavaScript,Kubernetes,Python",5.0,1,0
C15392,J001,4.7,PhD,"AWS,Go,CSS,HTML,Docker",5.0,4,1
C15393,J002,2.3,PhD,"Swift,Kotlin,HTML,Django,JavaScript",0.0,4,0
C15394,J004,3.0,Diploma,"Java,Docker,AWS,Go,Kotlin,Swift,SQL",4.0,1,1
C15395,J004,1.7,High School,"Flask,C++,HTML,Django,Node.js,React",2.0,3,1
C15396,J002,6.3,High School,"Azure,Flask,SQL",1.0,6,0
C15397,J002,2.8,M.Tech,"SQL,Flask,JavaScript,Go,Node.js",2.0,1,1
C15398,J001,1.2,B.Sc,"React,C++,CSS,HTML,Docker,Java",1.0,6,1
C15399,J001,1.6,PhD,"Python,C++,Azure,Swift,Java,Node.js",1.0,1,0
C15400,J004,3.3,M.Tech,"HTML,Node.js,Azure",1.0,6,0
C15401,J004,4.5,Diploma,"Go,JavaScript,Swift,Azure",0.0,3,1
C15402,J004,0.3,B.Sc,"JavaScript,Node.js,GCP",1.0,6,0
C15403,J003,6.7,B.Sc,"Kubernetes,Django,Python",0.0,5,1
C15404,J002,3.6,High School,"Azure,Kubernetes,C++,Flask",4.0,2,1
C15405,J004,3.9,B.Tech,"Kotlin,Azure,React,Python,Node.js,Flask",5.0,6,1
C15406,J004,2.8,B.Sc,"SQL,Angular,Python,Azure,Node.js",5.0,5,1
C15407,J003,3.0,Diploma,"CSS,Swift,SQL,Angular",0.0,6,1
C15408,J001,2.7,M.Tech,"Docker,HTML,GCP,React,Azure,Flask",5.0,4,0
C15409,J002,5.0,B.Tech,"Docker,Flask,Swift,Go,JavaScript",4.0,3,0
C15410,J002,3.0,Diploma,"Go,AWS,C++,Java",3.0,2,1
C15411,J003,4.5,PhD,"Python,Kotlin,AWS,CSS,HTML",0.0,4,1
C15412,J002,2.1,PhD,"Swift,AWS,Go,Flask,Docker,Kotlin,Node.js",2.0,2,1
C15413,J001,3.4,PhD,"Docker,Node.js,Django",0.0,6,1
C15414,J001,1.4,M.Sc,"Java,Node.js,SQL,Swift,Go,Docker,Python",2.0,5,0
C15415,J003,5.4,B.Sc,"HTML,Docker,Java,Django,React,CSS,Angular",5.0,1,1
C15416,J003,1.3,B.Tech,"Java,Django,Angular",4.0,5,1
C15417,J002,2.4,M.Tech,"JavaScript,Angular,SQL",1.0,5,1
C15418,J001,2.4,High School,"HTML,Django,Swift,AWS",3.0,5,0
C15419,J004,2.3,M.Sc,"HTML,Django,AWS,Azure,Angular,Node.js,JavaScript",0.0,4,1
C15420,J001,4.4,Diploma,"CSS,Go,Django",1.0,5,1
C15421,J003,2.4,High School,"AWS,SQL,Flask",3.0,5,1
C15422,J004,5.8,High School,"Azure,C++,Kotlin,SQL",0.0,3,1
C15423,J001,1.4,M.Sc,"Kubernetes,Go,Azure",0.0,6,0
C15424,J003,3.3,M.Tech,"Flask,C++,Kotlin",3.0,3,1
C15425,J004,1.4,Diploma,"Go,SQL,Swift,JavaScript",1.0,5,0
C15426,J001,3.8,PhD,"Azure,JavaScript,Docker,Python,SQL,GCP",4.0,3,0
C15427,J003,3.0,High School,"Docker,Angular,SQL,AWS",5.0,6,1
C15428,J001,2.7,M.Sc,"AWS,Swift,Java,Kubernetes,Azure",0.0,5,0
C15429,J002,5.4,M.Tech,"Kotlin,Go,HTML",4.0,6,0
C15430,J004,1.7,B.Sc,"Node.js,Java,Go",3.0,6,1
C15431,J004,4.2,M.Tech,"HTML,Kubernetes,GCP,React,Flask,C++",1.0,3,0
C15432,J001,1.5,High School,"Go,Docker,Django,Azure,React,Swift",2.0,6,0
C15433,J002,3.2,Diploma,"Swift,Azure,JavaScript,Python,Node.js,Angular",0.0,3,0
